LCSC Part,
C1002,1
C1015,1
C1017,1
C1523,1
C1525,1
C1527,1
C1530,1
C1531,1
C1532,1
C1537,1
C1538,1
C1542,1
C1546,1
C1547,1
C1548,1
C1549,1
C1550,1
C1552,1
C1554,1
C1555,1
C1557,1
C1559,1
C1561,1
C1562,1
C1565,1
C1567,1
C1569,1
C1570,1
C1576,1
C1585,1
C1588,1
C1594,1
C1595,1
C1596,1
C1600,1
C1603,1
C1604,1
C1609,1
C1613,1
C1615,1
C1620,1
C1622,1
C1623,1
C1630,1
C1631,1
C1634,1
C1644,1
C1647,1
C1648,1
C1653,1
C1658,1
C1663,1
C1664,1
C1669,1
C1671,1
C1679,1
C1685,1
C1710,1
C1716,1
C1717,1
C1729,1
C1739,1
C1740,1
C1743,1
C1744,1
C1755,1
C1779,1
C1785,1
C1790,1
C1792,1
C1797,1
C1798,1
C1804,1
C1846,1
C1848,1
C1857,1
C5378,1
C5672,1
C9196,1
C12530,1
C12891,1
C13533,1
C13585,1
C13967,1
C14441,1
C14663,1
C14857,1
C14858,1
C15008,1
C15195,1
C15525,1
C15849,1
C15850,1
C16149,1
C16772,1
C16780,1
C19666,1
C19702,1
C21117,1
C21120,1
C21122,1
C23630,1
C23733,1
C23969,1
C24497,1
C26404,1
C27920,1
C28233,1
C28260,1
C28262,1
C28323,1
C29823,1
C30274,1
C31658,1
C32949,1
C35216,1
C37474,1
C38523,1
C39148,1
C46219,1
C46653,1
C47339,1
C49217,1
C49678,1
C50254,1
C51207,1
C52923,1
C53134,1
C53175,1
C53987,1
C57112,1
C59461,1
C96123,1
C96446,1
C107045,1
C107110,1
C107114,1
C107115,1
C107145,1
C307331,1
C440198,1
C7171,1
C16133,1
C6521,1
C21379,1
C6952,1
C12084,1
C9669,1
C6855,1
C7063,1
C8963,1
C13482,1
C26860,1
C6568,1
C9002,1
C9006,1
C13738,1
C32346,1
C112574,1
C115962,1
C12674,1
C2488,1
C5377,1
C412437,1
C64898,1
C95872,1
C2480,1
C8598,1
C8678,1
C14996,1
C22452,1
C35722,1
C37704,1
C191023,1
C2128,1
C2500,1
C9808,1
C68978,1
C81598,1
C8056,1
C8062,1
C1034,1
C1035,1
C1042,1
C1043,1
C1046,1
C1049,1
C1051,1
C13415,1
C14033,1
C27143,1
C27147,1
C32375,1
C68035,1
C318884,1
C5593,1
C5590,1
C5605,1
