C5625	1
C7859	1
C5613	1
C5947	1
C6482	1
C7562	1
C79988	1
C97521	1
C7532	1
C19187	1
C19579	1
C41327	1
C7955	1
C6961	1
C7377	1
C7426	1
C7950	1
C7972	1
C18229	1
C71035	1
C7433	1
C34499	1
C72038	1
C72041	1
C72043	1
C84256	1
C6649	1
C29981	1
C32565	1
C106900	1
C2286	1
C2290	1
C2296	1
C110020	1
C2297	1
C12044	1
C16581	1
C32574	1
C7722	1
C7881	1
C9864	1
C9865	1
C10002	1
C32078	1
C34465	1
C61063	1
C74192	1
C5446	1
C6186	1
C6187	1
C14289	1
C16106	1
C58069	1
C71136	1
C75501	1
C75510	1
C3113	1
C4109	1
C4172	1
C4177	1
C4184	1
C4190	1
C4197	1
C4211	1
C4216	1
C4260	1
C4275	1
C4310	1
C4328	1
C4360	1
C4382	1
C4410	1
C7250	1
C8218	1
C11616	1
C11702	1
C12447	1
C13167	1
C13320	1
C17168	1
C17379	1
C17398	1
C17408	1
C17414	1
C17415	1
C17429	1
C17436	1
C17437	1
C17444	1
C17455	1
C17470	1
C17471	1
C17475	1
C17477	1
C17480	1
C17490	1
C17501	1
C17506	1
C17513	1
C17514	1
C17520	1
C17521	1
C17526	1
C17530	1
C17539	1
C17540	1
C17544	1
C17556	1
C17557	1
C17560	1
C17561	1
C17572	1
C17575	1
C17589	1
C17590	1
C17593	1
C17594	1
C17604	1
C17606	1
C17614	1
C17616	1
C17617	1
C17621	1
C17629	1
C17630	1
C17633	1
C17634	1
C17655	1
C17656	1
C17661	1
C17667	1
C17673	1
C17675	1
C17677	1
C17695	1
C17709	1
C17710	1
C17713	1
C17714	1
C17719	1
C17720	1
C17724	1
C17733	1
C17734	1
C17737	1
C17738	1
C17756	1
C17757	1
C17767	1
C17772	1
C17783	1
C17797	1
C17798	1
C17801	1
C17802	1
C17807	1
C17818	1
C17819	1
C17828	1
C17837	1
C17840	1
C17855	1
C17887	1
C17888	1
C17900	1
C17901	1
C17902	1
C17903	1
C17909	1
C17924	1
C17927	1
C17928	1
C17936	1
C17944	1
C17955	1
C17958	1
C17985	1
C18359	1
C20638	1
C21189	1
C21190	1
C22107	1
C22764	1
C22765	1
C22775	1
C22787	1
C22790	1
C22795	1
C22797	1
C22807	1
C22808	1
C22809	1
C22810	1
C22813	1
C22818	1
C22827	1
C22828	1
C22843	1
C22859	1
C22935	1
