LCSC Part	First Category	Second Category	MFR.Part	Package	Solder Joint	Manufacturer	Library Type	Description	Datasheet	Price	Stock											
C17955	Resistors	Chip Resistor - Surface Mount	1206W4F200JT5E	1206	2	UNI-ROYAL(Uniroyal Elec)	Basic	250mW Thick Film Resistors 200V ??100ppm/?? ??1% -55??~+155?? 20?? 1206  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F200JT5E_C17955.pdf	15-135:0.002805970	150-435:0.002179104	450-1485:0.001850746	1500-7485:0.001701493	7500-7515:0.001507463	7530-:0.001507463	251084						
C17958	Resistors	Chip Resistor - Surface Mount	1206W4F220JT5E	1206	2	UNI-ROYAL(Uniroyal Elec)	Basic	250mW Thick Film Resistors 200V ??100ppm/?? ??1% -55??~+155?? 22?? 1206  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F220JT5E_C17958.pdf	15-135:0.002477612	150-435:0.001865672	450-1485:0.001537313	1500-7485:0.001385075	7500-7515:0.001189552	7530-:0.001189552	275273						
C17985	Resistors	Chip Resistor - Surface Mount	1206W4F7500T5E	1206	2	UNI-ROYAL(Uniroyal Elec)	Basic	250mW Thick Film Resistors 200V ??100ppm/?? ??1% -55??~+155?? 750?? 1206  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F7500T5E_C17985.pdf	15-135:0.002805970	150-435:0.002104478	450-1485:0.001746269	1500-7485:0.001582090	7500-7515:0.001356716	7530-:0.001356716	34922						
C18359	Resistors	Chip Resistor - Surface Mount	0805W8F3601T5E	805	2	UNI-ROYAL(Uniroyal Elec)	Basic	125mW Thick Film Resistors 150V ??100ppm/?? ??1% -55??~+155?? 3.6k?? 0805  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-0805W8F3601T5E_C18359.pdf	20-180:0.001611940	200-580:0.001252239	600-1980:0.001065672	2000-9980:0.000980597	10000-10020:0.000867164	10040-:0.000867164	133299						
C20638	Resistors	Chip Resistor - Surface Mount	0805W8F750JT5E	805	2	UNI-ROYAL(Uniroyal Elec)	Basic	0805 Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/1810301611_UNI-ROYAL-Uniroyal-Elec-0805W8F750JT5E_C20638.pdf	20-180:0.001671642	200-580:0.001308955	600-1980:0.001119403	2000-9980:0.001032836	40000-:0.000902985	10000-10020:0.000919403	10040-19980:0.000919403	20000-39980:0.000908955	44884				
C21189	Resistors	Chip Resistor - Surface Mount	0603WAF0000T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??1% -55??~+155?? 0?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF0000T5E_C21189.pdf	20-180:0.000858209	200-580:0.000652239	600-1980:0.000543284	2000-9980:0.000494030	10000-10020:0.000428358	10040-:0.000428358	4074039						
C21190	Resistors	Chip Resistor - Surface Mount	0603WAF1001T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 1k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1001T5E_C21190.pdf	20-180:0.000405970	200-580:0.000405970	640-660:0.000394030	680-700:0.000394030	720-:0.000394030	600-620:0.000394030	9097800						
C22107	Resistors	Chip Resistor - Surface Mount	1206W4F1204T5E	1206	2	UNI-ROYAL(Uniroyal Elec)	Basic	250mW Thick Film Resistors 200V ??100ppm/?? ??1% -55??~+155?? 1.2M?? 1206  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-1206W4F1204T5E_C22107.pdf	15-135:0.003746269	150-435:0.003029851	450-1485:0.002641791	1500-7485:0.002402985	7500-14985:0.002208955	15000-:0.002089552	44296						
C22764	Resistors	Chip Resistor - Surface Mount	0603WAF1101T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 1.1k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1101T5E_C22764.pdf	20-180:0.001114925	200-580:0.000910448	600-1980:0.000802985	2000-9980:0.000753731	10000-10020:0.000689552	10040-:0.000689552	43996						
C22765	Resistors	Chip Resistor - Surface Mount	0603WAF1201T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 1.2k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1201T5E_C22765.pdf	20-180:0.000808955	200-580:0.000607463	600-1980:0.000501493	2000-9980:0.000453731	10000-10020:0.000389552	10040-:0.000389552	430085						
C22775	Resistors	Chip Resistor - Surface Mount	0603WAF1000T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??1% ??200ppm/?? -55??~+155?? 100?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1000T5E_C22775.pdf	20-180:0.000822388	200-580:0.000619403	600-1980:0.000513433	2000-9980:0.000464179	10000-10020:0.000400000	10040-:0.000400000	3764056						
C22787	Resistors	Chip Resistor - Surface Mount	0603WAF1200T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 120?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1200T5E_C22787.pdf	20-180:0.000817910	200-580:0.000614925	600-1980:0.000507463	2000-9980:0.000458209	10000-10020:0.000394030	10040-:0.000394030	417373						
C22790	Resistors	Chip Resistor - Surface Mount	0603WAF1202T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 12k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1202T5E_C22790.pdf	20-180:0.000879104	200-580:0.000677612	600-1980:0.000571642	2000-9980:0.000522388	10000-10020:0.000458209	10040-:0.000458209	412011						
C22795	Resistors	Chip Resistor - Surface Mount	0603WAF1303T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 130k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1303T5E_C22795.pdf	20-180:0.000917910	200-580:0.000714925	600-1980:0.000608955	2000-9980:0.000559701	10000-10020:0.000495522	10040-:0.000495522	45687						
C22797	Resistors	Chip Resistor - Surface Mount	0603WAF1302T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 13k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1302T5E_C22797.pdf	20-180:0.000919403	200-580:0.000716418	600-1980:0.000610448	2000-9980:0.000561194	10000-10020:0.000497015	10040-:0.000497015	80811						
C22807	Resistors	Chip Resistor - Surface Mount	0603WAF1503T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 150k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1503T5E_C22807.pdf	20-180:0.000926866	200-580:0.000722388	600-1980:0.000614925	2000-9980:0.000565672	10000-10020:0.000500000	10040-:0.000500000	236134						
C22808	Resistors	Chip Resistor - Surface Mount	0603WAF1500T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 150?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1500T5E_C22808.pdf	20-180:0.000894030	200-580:0.000692537	600-1980:0.000586567	2000-9980:0.000538806	10000-10020:0.000474627	10040-:0.000474627	169775						
C22809	Resistors	Chip Resistor - Surface Mount	0603WAF1502T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 15k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1502T5E_C22809.pdf	20-180:0.000916418	200-580:0.000713433	600-1980:0.000607463	2000-9980:0.000558209	10000-10020:0.000494030	10040-:0.000494030	417116						
C22810	Resistors	Chip Resistor - Surface Mount	0603WAF150JT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 15?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF150JT5E_C22810.pdf	20-180:0.000916418	200-580:0.000714925	600-1980:0.000607463	2000-9980:0.000559701	10000-10020:0.000495522	10040-:0.000495522	58109						
C22813	Resistors	Chip Resistor - Surface Mount	0603WAF1603T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 160k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1603T5E_C22813.pdf	20-180:0.000813433	200-580:0.000611940	600-1980:0.000505970	2000-9980:0.000456716	10000-10020:0.000392537	10040-:0.000392537	16498						
C22818	Resistors	Chip Resistor - Surface Mount	0603WAF1602T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	0603 Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/1811081724_UNI-ROYAL-Uniroyal-Elec-0603WAF1602T5E_C22818.pdf	20-180:0.001071642	200-580:0.000838806	600-1980:0.000716418	2000-9980:0.000659701	10000-10020:0.000586567	10040-19980:0.000586567	40000-:0.000574627	20000-39980:0.000579104	9168				
C22827	Resistors	Chip Resistor - Surface Mount	0603WAF1803T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 180k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1803T5E_C22827.pdf	20-180:0.000922388	200-580:0.000717910	600-1980:0.000611940	2000-9980:0.000562687	10000-10020:0.000498507	10040-:0.000498507	66725						
C22828	Resistors	Chip Resistor - Surface Mount	0603WAF1800T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 180?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1800T5E_C22828.pdf	20-180:0.000950746	200-580:0.000735821	600-1980:0.000623881	2000-9980:0.000571642	10000-10020:0.000504478	10040-:0.000504478	116585						
C22843	Resistors	Chip Resistor - Surface Mount	0603WAF1501T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 1.5k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1501T5E_C22843.pdf	20-180:0.000907463	200-580:0.000702985	600-1980:0.000595522	2000-9980:0.000546269	10000-10020:0.000482090	10040-:0.000482090	698934						
C22859	Resistors	Chip Resistor - Surface Mount	0603WAF100JT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??1% ??400ppm/?? -55??~+155?? 10?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF100JT5E_C22859.pdf	20-180:0.000855224	200-580:0.000653731	600-1980:0.000546269	2000-9980:0.000498507	10000-10020:0.000434328	10040-:0.000434328	1338176						
C22935	Resistors	Chip Resistor - Surface Mount	0603WAF1004T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 1M?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1004T5E_C22935.pdf	20-180:0.000894030	200-580:0.000691045	600-1980:0.000583582	2000-9980:0.000534328	10000-10020:0.000470149	10040-:0.000470149	705532						
C22936	Resistors	Chip Resistor - Surface Mount	0603WAF100KT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??1% ??400ppm/?? -55??~+155?? 1?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF100KT5E_C22936.pdf	20-180:0.001177612	200-580:0.000911940	600-1980:0.000773134	2000-9980:0.000708955	10000-10020:0.000625373	10040-:0.000625373	181728						
C22938	Resistors	Chip Resistor - Surface Mount	0603WAF2204T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 2.2M?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2204T5E_C22938.pdf	20-180:0.001279104	200-580:0.000997015	600-1980:0.000847761	2000-9980:0.000780597	10000-10020:0.000691045	10040-:0.000691045	76726						
C22939	Resistors	Chip Resistor - Surface Mount	0603WAF220KT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??1% ??400ppm/?? -55??~+155?? 2.2?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF220KT5E_C22939.pdf	20-180:0.001368657	200-580:0.001065672	600-1980:0.000907463	2000-9980:0.000834328	10000-10020:0.000738806	10040-:0.000738806	77572						
C22940	Resistors	Chip Resistor - Surface Mount	0603WAF2401T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 2.4k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2401T5E_C22940.pdf	20-180:0.000897015	200-580:0.000695522	600-1980:0.000589552	2000-9980:0.000540299	10000-10020:0.000476119	10040-:0.000476119	165256						
C22950	Resistors	Chip Resistor - Surface Mount	0603WAF200JT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 20?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF200JT5E_C22950.pdf	20-180:0.000897015	200-580:0.000695522	600-1980:0.000589552	2000-9980:0.000540299	10000-10020:0.000476119	10040-:0.000476119	423716						
C22961	Resistors	Chip Resistor - Surface Mount	0603WAF2203T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 220k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2203T5E_C22961.pdf	20-180:0.000897015	200-580:0.000695522	600-1980:0.000589552	2000-9980:0.000540299	10000-10020:0.000476119	10040-:0.000476119	297213						
C22962	Resistors	Chip Resistor - Surface Mount	0603WAF2200T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 220?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2200T5E_C22962.pdf	20-180:0.000908955	200-580:0.000704478	600-1980:0.000595522	2000-9980:0.000546269	10000-10020:0.000482090	10040-:0.000482090	575759						
C22965	Resistors	Chip Resistor - Surface Mount	0603WAF2703T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 270k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2703T5E_C22965.pdf	20-180:0.000919403	200-580:0.000716418	600-1980:0.000608955	2000-9980:0.000561194	10000-10020:0.000495522	10040-:0.000495522	61336						
C22966	Resistors	Chip Resistor - Surface Mount	0603WAF2700T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 270?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2700T5E_C22966.pdf	20-180:0.000901493	200-580:0.000697015	600-1980:0.000589552	2000-9980:0.000541791	10000-10020:0.000476119	10040-:0.000476119	129065						
C22967	Resistors	Chip Resistor - Surface Mount	0603WAF2702T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 27k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2702T5E_C22967.pdf	20-180:0.000811940	200-580:0.000610448	600-1980:0.000502985	2000-9980:0.000455224	10000-10020:0.000391045	10040-:0.000391045	163053						
C22975	Resistors	Chip Resistor - Surface Mount	0603WAF2001T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 2k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF2001T5E_C22975.pdf	20-180:0.000901493	200-580:0.000698507	600-1980:0.000591045	2000-9980:0.000543284	10000-10020:0.000477612	10040-:0.000477612	1960644						
C22976	Resistors	Chip Resistor - Surface Mount	0603WAF2004T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 2M?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF2004T5E_C22976.pdf	20-180:0.001235821	200-580:0.000964179	600-1980:0.000819403	2000-9980:0.000753731	10000-10020:0.000667164	10040-:0.000667164	106073						
C22977	Resistors	Chip Resistor - Surface Mount	0603WAF200KT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??1% ??400ppm/?? -55??~+155?? 2?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF200KT5E_C22977.pdf	20-180:0.001359701	200-580:0.001059701	600-1980:0.000901493	2000-9980:0.000829851	10000-10020:0.000734328	10040-:0.000734328	161615						
C22978	Resistors	Chip Resistor - Surface Mount	0603WAF3301T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 3.3k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3301T5E_C22978.pdf	20-180:0.000895522	200-580:0.000694030	600-1980:0.000588060	2000-9980:0.000538806	10000-10020:0.000474627	10040-:0.000474627	1092690						
C22980	Resistors	Chip Resistor - Surface Mount	0603WAF3601T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 3.6k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3601T5E_C22980.pdf	20-180:0.000908955	200-580:0.000705970	600-1980:0.000600000	2000-9980:0.000550746	10000-10020:0.000486567	10040-:0.000486567	121269						
C22984	Resistors	Chip Resistor - Surface Mount	0603WAF3002T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 30k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3002T5E_C22984.pdf	20-180:0.000897015	200-580:0.000695522	600-1980:0.000589552	2000-9980:0.000540299	10000-10020:0.000476119	10040-:0.000476119	554153						
C23018	Resistors	Chip Resistor - Surface Mount	0603WAF3901T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 3.9k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3901T5E_C23018.pdf	20-180:0.000894030	200-580:0.000692537	600-1980:0.000586567	2000-9980:0.000538806	10000-10020:0.000474627	10040-:0.000474627	255265						
C23024	Resistors	Chip Resistor - Surface Mount	0603WAF3003T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 300k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3003T5E_C23024.pdf	20-180:0.000813433	200-580:0.000611940	600-1980:0.000505970	2000-9980:0.000456716	10000-10020:0.000392537	10040-:0.000392537	145799						
C23025	Resistors	Chip Resistor - Surface Mount	0603WAF3000T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 300?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3000T5E_C23025.pdf	20-180:0.000813433	200-580:0.000611940	600-1980:0.000504478	2000-9980:0.000455224	10000-10020:0.000391045	10040-:0.000391045	297698						
C23046	Resistors	Chip Resistor - Surface Mount	0603WAF4991T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 4.99k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF4991T5E_C23046.pdf	20-180:0.000916418	200-580:0.000714925	600-1980:0.000607463	2000-9980:0.000559701	10000-10020:0.000495522	10040-:0.000495522	155626						
C23137	Resistors	Chip Resistor - Surface Mount	0603WAF3303T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 330k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3303T5E_C23137.pdf	20-180:0.000919403	200-580:0.000716418	600-1980:0.000608955	2000-9980:0.000561194	10000-10020:0.000497015	10040-:0.000497015	114541						
C23138	Resistors	Chip Resistor - Surface Mount	0603WAF3300T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 330?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3300T5E_C23138.pdf	20-180:0.000902985	200-580:0.000692537	600-1980:0.000583582	2000-9980:0.000532836	10000-10020:0.000465672	10040-:0.000465672	890283						
C23140	Resistors	Chip Resistor - Surface Mount	0603WAF330JT5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 33?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF330JT5E_C23140.pdf	20-180:0.000898507	200-580:0.000695522	600-1980:0.000589552	2000-9980:0.000540299	10000-10020:0.000476119	10040-:0.000476119	925606						
C23146	Resistors	Chip Resistor - Surface Mount	0603WAF3603T5E	603	2	UNI-ROYAL(Uniroyal Elec)	Basic	100mW Thick Film Resistors 75V ??100ppm/?? ??1% -55??~+155?? 360k?? 0603  Chip Resistor - Surface Mount ROHS	https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3603T5E_C23146.pdf	20-180:0.000914925	200-580:0.000713433	600-1980:0.000607463	2000-9980:0.000558209	10000-10020:0.000494030	10040-:0.000494030	72398						
